Date,ShareCommentary,Reactions,Comments,User
2021-10-22,"FREE CONSULT! Go-to advice for working with clients who need help organizing data work…""
""""
""1 Know your role. Be specific about who has what roles in your team. Make sure each person knows what’s expected of them.""
""2 Communication is key. Keep in regular contact with your client. Give status updates at regular intervals or at key milestones.""
""3 Under promise and over deliver. Always strive to deliver 20% more value than was originally promised. Always help give an extra 20%.""
""4 Seek out feedback. Demand regular feedback. This helps validate and keeps the project on track.""
""5 Celebrate progress. Be proud of your progress, demonstrate it by giving an artifact to your clients, colleagues and customers. Explain why progress matters, the importance of the artifact and how it shows progress.""
""6 Ask how they want to see your plan. Deliver it in a format they want and expect. This is an easy way to achieve small wins, you’re making your client’s lives easier.""
""""
""#Data #Teams #Careers #Culture",7.0,1.0,1010
2021-08-19,"First-time claims for unemployment insurance totaled 385,000, last week. ""
"" ""
""Key takeaway: New applications fall and meet market expectations. Continuing claims decrease to new pandemic low! ""
"" ""
""In the week ending July 31, the advance figure for seasonally adjusted initial claims was 385,000, a decrease from the previous week's revised level. ""
""""
""The advance number for seasonally adjusted insured unemployment (also known as Continued Claims) during the week ending July 24 was 2,930,000, a massive decrease from the previous week's revised level. ""
"" ""
""The largest increases in initial claims for the week ending July 24 were in California (+8,010), Tennessee (+1,694), Michigan (+449), New Jersey (+420), and Florida (+140).""
""""
""For initial claims for the week ending on July 23th, California experienced layoffs service industry. ""
"" ""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",3.0,2.0,1030
2020-12-29,"This would be a great opportunity for #DataScientists who are interested in using their skill in data to HELP OTHERS innovate and make a difference in the world. It would be a career transition. But, for the right candidate with the right mix of interests - a good move. I know a few folks at Acme and if anyone wants an introduction, let me know. Please note though that this role would be for data scientists who are later in their career (not starting out). Also, it'd be for those that have significant experience as leaders, supervisors, administrators, etc., etc., as specified in the job description. Putting good vibes out to the foundation and to the candidates!",6.0,3.0,1010
2021-08-26,"Recruiting and hiring best practices:
Recruiting and hiring top talent is essential for building a high-performing team and achieving organizational goals. By focusing on diversity and inclusion, providing a positive candidate experience, and leveraging technology and data to make informed hiring decisions, employers can attract and retain the best talent. Additionally, by investing in employee development and creating a culture of growth and learning, companies can help their teams reach their full potential. So let's all strive to recruit and hire the best and brightest - our businesses and teams will be better for it! #recruiting #hiringbestpractices",3.0,1.0,1051
2019-04-11,"Learn about how the Federal Government is leveraging data as a strategic asset in #ProofPoints, new from the #FedDataStrategy team!",6.0,2.0,1040
2019-03-01,"News you can use folks.""
""""
""Thinking about a tech #bootcamp? Some interesting news on this topic out recently from Acme Research Corp""
""""
""""These programs, bootcamps, advertise high job placement ... hailed by policymakers as key to training ... However, few formal data ... """,3.0,2.0,1010
2021-02-07,"Success stories and case studies:
Reading success stories and case studies of other professionals and businesses can be an incredibly inspiring and motivating experience. By learning from the experiences of others, we can gain valuable insights and perspectives that can help us achieve our own goals and overcome our own challenges. Additionally, by sharing our own success stories and experiences, we can inspire and motivate others to achieve their own dreams and aspirations. So let's all celebrate the successes of others and share our own stories of triumph and perseverance! #successstories #casestudies",2.0,1.0,1050
2021-08-12,"Networking and building professional relationships:
Building strong professional relationships and networking with others in your field is essential for career success. Whether it's attending industry events, joining professional organizations, or simply reaching out to colleagues and peers on LinkedIn, there are many ways to connect with others and build a strong network. By sharing knowledge, collaborating on projects, and supporting one another's growth and development, professionals can achieve great things together. So don't be afraid to put yourself out there and make new connections - you never know where it might lead! #networking #professionalrelationships #collaborationiskey
	
",3.0,1.0,1051
2020-12-16,"My tech friend JackJohn recently tagged me on another Towards Data Science article. Returning the favor. ""  """"  ""#datascience #machinelearning #artificialintelligence #technology #bigdata #ai #ml #data #tech #deeplearning #analytics #dataanalytics #analytics",2.0,3.0,1011
2020-06-29,"Day 13 of 31 Days to Freedom in Your Business""
""""
""Prioritize an Emergency Fund.""
""""
""This is part of that Financial Roadmap stuff I have been talking about.  You are on the road to success for your business, and you get a flat tire.  You can’t move forward until you have dealt with that, obviously.  If you don’t have the money to fix the flat, you have to sell the car to get something smaller, or you have to wait so long that you now have to take a very long detour.  ""
""""
""If you have an emergency fund, your business will be able to stay on track when you have hiccups.  ""
""""
""During this time of coronavirus I have seen businesses with the working capital to be able to change shape quickly and easily.  These businesses will still be able to meet and exceed their 2020 goals.  I have also seen businesses who couldn’t make it more than a few days without income.  There was no chance to change direction before they were wiped off the map completely.""
""""
""Get started.  Even if it is only a few hundred dollars to begin with, that is better than nothing.  Just get started.  It will feel good.  And feeling good will bring you to save more.",3.0,3.0,1020
2022-08-10,"I was re-watching Star Trek Voyager season 3 ep 7.""
""""
""“ Real is such a relative term. Most of the real challenges in life are the ones we set for ourself.”""
""""
""""
""Keep this in mind as you’re working on your transition into #DataScience ""
""""
""#CareerAdvice",6.0,3.0,1011
2020-01-29,"Taking a moment to give some visibility to the work of Acme Research Services. I was browsing their website today (as I have in the past) and I'm never underwhelmed! The creativity and innovation they bring to summarizing complex data in visual form is frequently a source of inspiration for me. ""
""""
""#Data #DataViz #DataVisualization #dataculture",2.0,2.0,1010
2022-06-02,"An Introduction to Second-generation p-values and Their Use in Statistical Practice ""
"" ""
""The short course will be held virtually on Friday, June 17th. ""
"" ""
""If you have any questions, please contact check the links below.""
"" ""
""Information can be found here""
""#statistics #dataanalytics #datascience #rprogramminglanguage #python #statisticalprogramming #analysis",2.0,2.0,1030
2019-07-20,Coming soon—new data on bullying.,2.0,2.0,1041
2021-02-27,"Being an economist may not be the most glamorous job in the world, but for those of us who love it, it's an incredibly rewarding and fulfilling career. As economists, we get to explore and analyze the complex workings of the global economy, and help individuals, businesses, and governments make informed decisions that can impact millions of people. We get to dive deep into data and use our analytical skills to uncover insights and trends that can shape the course of history. And perhaps most importantly, we get to work with some of the brightest minds in the world, collaborating on research and projects that can have a profound impact on society. So if you're an economist, don't forget to take a moment to appreciate the joy and fulfillment that comes with being a part of this amazing field! #economist #economicresearch",3.0,4.0,1050
2021-04-29,"I have been writing a lot about commuting to work. Commuting to work is a fact of life for millions of people around the world, but did you know that it can have a significant impact on your health, wellbeing, and productivity? Studies have shown that long commutes can lead to increased stress, lower job satisfaction, and even physical health problems like back pain and poor sleep quality. However, there are steps you can take to make your commute more manageable, such as using public transportation, carpooling with coworkers, or exploring alternative transportation options like biking or walking. Additionally, taking advantage of your commute time to catch up on work or personal tasks can help you feel more productive and less stressed overall. So next time you're commuting to work, try to think of it as an opportunity to take care of yourself and make the most of your time. #commuting #worklife #productivity #healthandwellness",6.0,3.0,1050
2021-08-05,"First-time claims for unemployment insurance totaled 375,000, last week. ""
"" ""
""Key takeaway: New applications fall.  Insured unemployment claims continue to decrease reaching a new pandemic low! ""
"" ""
""In the week ending August 7th, the advance figure for seasonally adjusted initial claims was 375,000, a decrease from the previous week's revised level. ""
""""
""The advance number for seasonally adjusted insured unemployment (also known as Continued Claims) during the week ending July 31 was 2,866,000 a decrease from last week's revised level. ""
"" ""
""The largest increases in initial claims for the week ending July 31 were in Indiana (+3,572), Georgia (+1,421), Rhode Island (+1,285), Alabama (+1,226), and Illinois (+1,160). ""
""""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",2.0,2.0,1030
2021-06-03,"First-time claims for unemployment insurance totaled 406,000, last week .  ""
""""
""In the week ending May 22, the advance figure for seasonally adjusted initial claims was 406,000, a decrease of 38,000 from the previous week's revised level.  The previous week's level did not get a revision.""
""""
""The advance number for seasonally adjusted insured unemployment (which is also known same as Continued Claims) during the week ending May 15 was 3,642,000, a decrease of 96,000 from the previous week's revised level.""
""""
""The largest increases in initial claims for the week ending May 15 were in New Jersey and Washington.""
""""
""Jeff Cox stated that, “while claims had remained elevated through the pandemic period, they’ve recently made a marked shift lower amid the economic reopening spurred by accelerated vaccines and sharp decline in Covid cases. “""
""""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",2.0,2.0,1030
2019-04-09,Congratulations to the Data Coalition for their vision In consummating this new partnership!,2.0,2.0,1041
2019-06-01,A great professional development program for those interested in education policy.,3.0,2.0,1040
2022-09-13,"A beautiful, bright candle gone out too soon. Rest in peace.",2.0,3.0,1041
2021-03-30,"Contributions to Labor Productivity Growth, Private Nonfarm Business sector""
""""
""Labor productivity growth can be viewed as the sum of three components: multifactor productivity growth, the contribution of capital intensity, and the contribution of shifts in composition of labor. ""
""""
""In 2020, the contribution of capital intensity. Capital intensity (capital deepening) is a productive process that requires a high percentage of investment in fixed assets (machines, capital, plant) to produce final goods and services. A capital-intensive production process will have a relatively low ratio of labor inputs and will have higher labor productivity. As we can see in 2020 as total hours worked in the private nonfarm business sector drastically declined due to the COVID-19 pandemic. ""
""""
""#statistics  #rstat  #departmentoflabor  #economicanalysis""
""#economynews  #economy  #economics  #analytics  #data""
"" (post 2 of 3)   (plot made using ggplot2)",5.0,3.0,1030
2021-08-21,"The Bureau of Labor Statistics employment report showed that total nonfarm payroll employment increased by 953,000 in July.  Another month of crushing expectations and above the ADP reported jobs gains. ""
"" ""
""The unemployment rate decreased to 5.4%     Notable job gains occurred in leisure and hospitality, public and private education, professional and business services, retail trade, and other services.""
"" ""
""Few highlights:""
""""
""Leisure and hospitality gained the most as more jobs  +380,000!  Most of the job gains were in restaurants and bars. Gains were also experienced in accommodations and in arts, entertainment, and recreation.  ""
"" ""
""Employment also rose by 221,000 in local government education, 40,000 in private education. ""
""""
""The labor force participation rate was changed little at 61.7 percent in July. ""
"" ""
""#rstats #economy2021 #economy #rstats #R #datavisualization""
"" #ggplot2 #bureauoflaborstatistics #economynews #economicanalysis #statistics #jobs #ggplot2 #departmentoflabor  #employment #workers #workforce",6.0,2.0,1031
2019-07-25,Here is the most current information on our Nation’s school and students as we start the new school year! #backtoschool,2.0,2.0,1040
2014-01-07,Interesting. I wonder what big data could tell us about the labor market value of non-degree credentials.,3.0,2.0,1040
2019-07-02,Job opportunities at IES!,6.0,2.0,1040
2013-10-07,"A new discussion is starting in the GEMEnA Community group. How would you use better data on non-degree credentials, such as industry-recognized certifications? I warmly invite you to join the group and contribute to the discussion.",2.0,1.0,1040
2019-08-08,Just released: a new report on #crime and #violence  in #publicschools from NCES.,2.0,1.0,1041
2019-07-26,New data on bullying from #EDNCES.,1.0,1.0,1041
2021-12-23,"The perils of machine-learning for model selection: A case study""
""(video posted)""
""""
""Thank you to everyone who came out to last night’s event.""
""#covid #machinelearning #ai #theeconomist  #econometrics #economicanalysis  #epidemiology #datascience  #dataanalysis  #dataanlytics #mlmodels  #mlearning #ml ""
""""
""Link to the video: https://lnkd.in/d3eXiCrr",2.0,1.0,1031
2021-02-11,"First-time claims for unemployment insurance totaled 730,000 last week .""
""""
""The Department of Labor reports that in the week ending February 20, the advance figure for seasonally adjusted initial claims was 730,000, an increase of 111,000 from the previous week's revised level.""
"" ""
""""
""The largest increases in initial claims for the week ending February 13 were in the state of Illinois  with an increase of 28,110 initial claims coming from layoffs in the other services, construction, wholesale trade, and retail trade industries.""
""""
""(plot made with ggplot2)""
""#statistics #laborandemployment  #economicanalysis #rprogramminglanguage  #economicdata",2.0,2.0,1031
2020-08-20,"Sandra E. Black from Columbia University and co-authors in their recent working paper find that increased student borrowing leads to higher rates of college attendance and graduation and less loan default. ""
""""
""https://lnkd.in/dhGesG6""
""""
""They used Texas college students’ loans, educational outcomes, and earnings, and national consumer credit reports to compare the student cohorts before and after the 2007-08 and 2008-09 academic years.",5.0,1.0,1030
2020-06-27,"Day 11 of 31 Days to Freedom in Your Business""
""""
""Today I want us to focus on Opportunity Costs.  The best way to frame the concept of opportunity costs is with the simple question, ""
""""
""“If I say yes to this, what do I have to say no to?”""
""""
""So, if I approve an expense that I am not sure is necessary, I might eventually have to say no to something that I think we really do need.""
""""
""And, when you are a small business owner, you might be saying yes to putting your logo on a bag at a festival that is really too far away from your location to be likely to bring in new clients, and later you might be saying no to your daughter’s tennis lessons.""
""""
""I’m not saying that you shouldn’t spend money.  I am simply saying that you need to know that you have the money, that this is a worthwhile (read: profit creating) expense, and that it won’t require you to say no later to something you see as a non-negotiable right now.""
""""
""And during the coronavirus, the business owners who said no to things they didn’t need earlier so that they could say yes to saving for a rainy day are the ones who didn’t have to close their businesses.  That is an opportunity cost they never could have imagined.",4.0,2.0,1020
2021-05-04,Go team!,4.0,2.0,1021
2020-11-17,#GoTeam,2.0,2.0,1020
2020-12-11,"Any friends on scrambling at the last minute, if you have a Christmas Eve toy emergency... this is who you call!!  They are truly the embodiment of why we need strong small business owners to have strong communities. Every year when I see this I am reminded of what an honor it is to be their friend. ""
""",5.0,3.0,1021
2021-07-08,"First-time claims for unemployment insurance totaled 360,000, last week. ""
"" ""
""**Key takeaway: Both Initial claims and continued claims decreased to new post-pandemic lows!**""
"" ""
""In the week ending July 10, the advance figure for seasonally adjusted initial claims was 360,000, an increase from the previous week's revised level.""
""""
""The advance number for seasonally adjusted insured unemployment (also known as Continued Claims) during the week ending July 3 was 3,241,000, a decrease from the previous week's unrevised level. ""
"" ""
""The largest increases in initial claims for the week ending July 3 were in Puerto Rico (+6,722), Pennsylvania (+5,296), New York (+4,730), Texas (+4,645), and California (+2,588).""
""""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",2.0,2.0,1031
2021-12-16,"This was consistent with the article I read on the topic. If you're looking for ideas on how to spruce up your profile gimme a shout. ""
""""
""#dataculture, #datascience, #careeradvice, #dataanalytics, and #datagovernance",2.0,2.0,1010
